GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,TIME_REMAINING,CLUTCH
Shot Chart Detail,22100420,629,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,115,241,1,0,20211215,DAL,LAL,9,True
Shot Chart Detail,22100420,685,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20211215,DAL,LAL,69,True
Shot Chart Detail,22100491,716,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,4,1,1,20211225,LAL,BKN,115,True
Shot Chart Detail,22100491,719,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,46,297,1,1,20211225,LAL,BKN,80,True
Shot Chart Detail,22100491,740,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,67,1,0,20211225,LAL,BKN,15,True
Shot Chart Detail,22100511,644,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,7,296,1,0,20211228,HOU,LAL,102,True
Shot Chart Detail,22100511,655,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,18,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,4,1,1,20211228,HOU,LAL,78,True
Shot Chart Detail,22100511,658,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20211228,HOU,LAL,52,True
Shot Chart Detail,22100520,666,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,212,153,1,0,20211229,MEM,LAL,94,True
Shot Chart Detail,22100520,659,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,29,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-91,241,1,0,20211229,MEM,LAL,29,True
Shot Chart Detail,22100551,617,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,38,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,13,1,0,20220102,LAL,MIN,98,True
Shot Chart Detail,22100566,602,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,22,1,1,20220104,LAL,SAC,52,True
Shot Chart Detail,22100626,657,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,36,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,5,1,1,20220112,SAC,LAL,96,True
Shot Chart Detail,22100665,613,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,26,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,36,1,0,20220117,LAL,UTA,86,True
Shot Chart Detail,22100680,641,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-148,228,1,0,20220119,LAL,IND,109,True
Shot Chart Detail,22100680,647,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,21,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,23,1,0,20220119,LAL,IND,81,True
Shot Chart Detail,22100680,668,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20220119,LAL,IND,3,True
Shot Chart Detail,22100685,658,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-4,1,0,20220121,ORL,LAL,113,True
Shot Chart Detail,22100700,689,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,11,1,1,20220123,MIA,LAL,67,True
Shot Chart Detail,22100799,692,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-87,244,1,0,20220205,LAL,NYK,2,True
Shot Chart Detail,22100799,740,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,9,107,1,0,20220205,LAL,NYK,104,True
Shot Chart Detail,22100829,572,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,44,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-4,1,0,20220209,POR,LAL,44,True
Shot Chart Detail,22100829,576,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20220209,POR,LAL,27,True
Shot Chart Detail,22100829,598,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-124,235,1,1,20220209,POR,LAL,0,True
Shot Chart Detail,22100854,691,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,14,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,181,1,0,20220212,GSW,LAL,74,True
Shot Chart Detail,22100854,702,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,5,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20220212,GSW,LAL,65,True
Shot Chart Detail,22100854,714,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,30,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-16,58,1,0,20220212,GSW,LAL,30,True
Shot Chart Detail,22100884,606,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,171,1,1,20220216,LAL,UTA,84,True
Shot Chart Detail,22100884,613,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,44,66,1,0,20220216,LAL,UTA,56,True
Shot Chart Detail,22100904,616,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,24,1,0,20220225,LAL,LAC,68,True
Shot Chart Detail,22100904,659,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,0,Missed Shot,Turnaround Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-8,1,0,20220225,LAL,LAC,0,True
Shot Chart Detail,22100931,642,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-178,194,1,0,20220301,LAL,DAL,24,True
Shot Chart Detail,22100931,650,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,13,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,7,1,1,20220301,LAL,DAL,13,True
Shot Chart Detail,22100985,700,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-195,215,1,0,20220309,HOU,LAL,109,True
Shot Chart Detail,22100985,720,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,17,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,10,69,1,0,20220309,HOU,LAL,17,True
Shot Chart Detail,22100985,769,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-153,275,1,1,20220309,HOU,LAL,83,True
Shot Chart Detail,22101004,640,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,184,188,1,1,20220311,LAL,WAS,101,True
Shot Chart Detail,22101028,707,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,1,20220314,LAL,TOR,46,True
Shot Chart Detail,22101051,589,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,55,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,11,1,1,20220318,TOR,LAL,115,True
Shot Chart Detail,22101051,592,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,22,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,183,181,1,1,20220318,TOR,LAL,82,True
Shot Chart Detail,22101051,602,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-29,284,1,0,20220318,TOR,LAL,17,True
Shot Chart Detail,22101051,659,2544,LeBron James,1610612747,Los Angeles Lakers,5,1,2,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5,54,1,0,20220318,TOR,LAL,62,True
Shot Chart Detail,22101061,606,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-180,223,1,0,20220319,WAS,LAL,78,True
Shot Chart Detail,22101061,620,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,174,196,1,0,20220319,WAS,LAL,33,True
Shot Chart Detail,22101072,588,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,48,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,174,118,1,1,20220321,CLE,LAL,108,True
Shot Chart Detail,22101072,599,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,16,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-191,20,1,0,20220321,CLE,LAL,76,True
Shot Chart Detail,22101072,601,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,4,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,13,1,0,20220321,CLE,LAL,64,True
Shot Chart Detail,22101072,603,2544,LeBron James,1610612747,Los Angeles Lakers,4,1,2,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,32,1,0,20220321,CLE,LAL,62,True
Shot Chart Detail,22101119,585,2544,LeBron James,1610612747,Los Angeles Lakers,4,2,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-13,63,1,0,20220327,NOP,LAL,120,True
Shot Chart Detail,22101119,600,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-206,186,1,0,20220327,NOP,LAL,51,True
Shot Chart Detail,22101160,639,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,19,1,0,20220401,LAL,NOP,49,True
Shot Chart Detail,22101160,664,2544,LeBron James,1610612747,Los Angeles Lakers,4,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,222,1,0,20220401,LAL,NOP,1,True
Shot Chart Detail,22100002,693,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-97,131,1,0,20211019,LAL,GSW,65,True
Shot Chart Detail,22100016,662,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-116,286,1,1,20211021,GSW,LAC,114,True
Shot Chart Detail,22100016,671,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,212,1,1,20211021,GSW,LAC,57,True
Shot Chart Detail,22100070,616,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-181,216,1,0,20211028,GSW,MEM,88,True
Shot Chart Detail,22100070,634,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,33,112,312,1,0,20211028,GSW,MEM,0,True
Shot Chart Detail,22100070,677,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,42,302,1,0,20211028,GSW,MEM,78,True
Shot Chart Detail,22100070,681,201939,Stephen Curry,1610612744,Golden State Warriors,5,0,51,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-192,186,1,0,20211028,GSW,MEM,51,True
Shot Chart Detail,22100169,722,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,16,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,20,1,0,20211110,GSW,MIN,76,True
Shot Chart Detail,22100194,678,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-163,231,1,0,20211114,CHA,GSW,77,True
Shot Chart Detail,22100224,587,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,0,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,15,1,0,20211118,CLE,GSW,120,True
Shot Chart Detail,22100224,591,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,1,1,1,20211118,CLE,GSW,111,True
Shot Chart Detail,22100278,697,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,27,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-180,206,1,1,20211124,GSW,PHI,87,True
Shot Chart Detail,22100290,615,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,6,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,10,1,1,20211126,GSW,POR,66,True
Shot Chart Detail,22100346,623,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,8,1,1,20211204,GSW,SAS,120,True
Shot Chart Detail,22100346,641,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-230,72,1,0,20211204,GSW,SAS,55,True
Shot Chart Detail,22100346,665,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-89,219,1,0,20211204,GSW,SAS,17,True
Shot Chart Detail,22100396,611,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,-7,1,0,20211211,PHI,GSW,60,True
Shot Chart Detail,22100405,671,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,24,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,179,183,1,1,20211213,IND,GSW,84,True
Shot Chart Detail,22100405,675,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,22,1,1,20211213,IND,GSW,48,True
Shot Chart Detail,22100405,679,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,133,1,0,20211213,IND,GSW,18,True
Shot Chart Detail,22100414,608,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,60,278,1,0,20211214,NYK,GSW,93,True
Shot Chart Detail,22100414,623,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-203,236,1,0,20211214,NYK,GSW,46,True
Shot Chart Detail,22100435,663,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,58,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-53,71,1,0,20211217,BOS,GSW,58,True
Shot Chart Detail,22100435,666,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,35,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-61,157,1,1,20211217,BOS,GSW,35,True
Shot Chart Detail,22100485,685,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-179,221,1,0,20211223,GSW,MEM,32,True
Shot Chart Detail,22100485,687,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,17,1,1,20211223,GSW,MEM,19,True
Shot Chart Detail,22100490,639,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,17,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-163,148,1,0,20211225,PHX,GSW,17,True
Shot Chart Detail,22100514,619,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,6,287,1,0,20211228,GSW,DEN,34,True
Shot Chart Detail,22100544,635,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,55,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,0,179,1,1,20220101,UTA,GSW,115,True
Shot Chart Detail,22100544,641,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,221,107,1,1,20220101,UTA,GSW,86,True
