MINUTES_REMAINING,SHOT_DISTANCE,TIME_REMAINING,PRESSURE_SCORE,SHOT_DIFFICULTY,PLAYER_CLUTCH_FG,ACTION_TYPE_Cutting Dunk Shot,ACTION_TYPE_Driving Dunk Shot,ACTION_TYPE_Jump Shot,ACTION_TYPE_Pullup Jump shot,ACTION_TYPE_Running Dunk Shot,SHOT_ZONE_BASIC_Restricted Area,SHOT_ZONE_AREA_Center(C),SHOT_ZONE_AREA_Left Side Center(LC),SHOT_ZONE_AREA_Right Side Center(RC),SHOT_TYPE_3PT Field Goal,SHOT_ZONE_RANGE_24+ ft.,SHOT_ZONE_RANGE_Less Than 8 ft.,SHOT_DISTANCE,TIME_REMAINING,PRESSURE_SCORE,SHOT_DISTANCE^2,SHOT_DISTANCE TIME_REMAINING,SHOT_DISTANCE PRESSURE_SCORE,PRESSURE_SCORE^2,SHOT_MADE_FLAG
-0.9602401655163131,0.9226439532752911,-1.4720551559316766,1.5791613417413723,0.9646368029638666,-0.8022245599263311,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,0.8768511416017554,-0.4507865971274352,-0.386175824087028,1.2270158632758226,1.2407672569843686,-0.7718449849879598,0.9226439532752911,-1.4720551559316766,1.5791613417413723,0.7103849152151768,-0.7856011184256867,1.580750859414907,1.8817642217723087,0
-0.9602401655163131,0.20901421973476006,-1.0852216078224932,1.0717662278258397,0.240173125179538,-0.8022245599263311,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,2.2183445700744837,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,-0.7718449849879598,0.20901421973476006,-1.0852216078224932,1.0717662278258397,-0.12857898605373114,-0.5515166556930683,0.5381540717840128,1.0577397696722501,1
-0.9602401655163131,1.547069970123256,-1.4720551559316766,1.7016360244106385,1.5985425210251543,-1.6933965742329826,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,2.2183445700744837,-0.386175824087028,1.2270158632758226,1.2407672569843686,-0.7718449849879598,1.547069970123256,-1.4720551559316766,1.7016360244106385,1.706654547972005,-0.7442225517810319,2.388725649250426,2.1002308515263657,0
-0.9602401655163131,-1.3074489640388685,-0.39444741477038,0.1182133413294087,-1.2993121901121603,0.3189088300154353,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,1.6250466759539943,0.8768511416017554,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,1.2955969390869326,-1.3074489640388685,-0.39444741477038,0.1182133413294087,-0.8501878177999049,-0.9333817135851681,-0.9025205534782623,-0.13755761780141743,1
0.9722646398608822,-0.32620808042063826,0.655529358668832,-0.6866202876400562,-0.30317463315870846,-0.35006384307657773,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,-0.7718449849879598,-0.32620808042063826,0.655529358668832,-0.6866202876400562,-0.5480609366881851,0.1330030610856494,-0.5263206513326236,-0.7875230137861249,0
-0.9602401655163131,1.1902551033529902,-1.3339003173212538,1.5004276171682727,1.23631068213299,-0.2869210142388114,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,-0.4507865971274352,2.589494053295893,1.2270158632758226,1.2407672569843686,-0.7718449849879598,1.1902551033529902,-1.3339003173212538,1.5004276171682727,1.1073946184942136,-0.6023531804279298,1.8153728572102816,1.7453390316033972,1
0.9722646398608822,-0.1478006470355055,1.2081487131105224,-1.1765190183171221,-0.1220587137126263,0.46026912700809247,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,-0.7718449849879598,-0.1478006470355055,1.2081487131105224,-1.1765190183171221,-0.42820895079262683,0.6342748398666102,-0.6409912097406526,-1.0222931233725745,1
0.9722646398608822,0.7442365198901584,1.1252558099442689,-0.9228214613593558,0.7835208835177845,-0.4907001436697846,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,-0.4507865971274352,-0.386175824087028,1.2270158632758226,1.2407672569843686,-0.7718449849879598,0.7442365198901584,1.1252558099442689,-0.9228214613593558,0.47068094342406025,1.7585896078399443,-0.27208395275692804,-0.9159129174662145,1
-0.9602401655163131,-1.2182452473463021,-0.7260190274353943,0.45064462286027446,-1.2087542303891192,0.9357537623470307,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,1.6250466759539943,0.8768511416017554,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,1.2955969390869326,-1.2182452473463021,-0.7260190274353943,0.45064462286027446,-0.8476909014270808,-0.8955498812243409,-0.8356293944069121,0.22678633864342593,1
0.9722646398608822,-0.23700436372807188,0.8489461327234237,-0.8528359284054895,-0.2126166734356674,-0.8022245599263311,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,0.8768511416017554,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,-0.7718449849879598,-0.23700436372807188,0.8489461327234237,-0.8528359284054895,-0.49063186011323007,0.32925569145744066,-0.5494559394324893,-0.8808216180174463,1
0.9722646398608822,-0.9506340972686029,0.9318390358896772,-1.0715407188863222,-0.937080351219996,-0.2869210142388114,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,0.8768511416017554,-0.4507865971274352,-0.386175824087028,-0.8149853884775805,-0.8059529249913128,1.2955969390869326,-0.9506340972686029,0.9318390358896772,-1.0715407188863222,-0.8102371558347188,-0.498315641435655,-0.8099794010788004,-0.982233144355839,0
0.9722646398608822,0.8334402365827247,0.6831603263909165,-0.4854118803976901,0.8740788432408255,-1.6706064609923366,-0.12011416270764086,-0.15075567228888181,-0.4804720508883961,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,2.2183445700744837,-0.386175824087028,1.2270158632758226,1.2407672569843686,-0.7718449849879598,0.8334402365827247,0.6831603263909165,-0.4854118803976901,0.5880360129467944,1.4216498508763267,0.05709096162050573,-0.6558335963304321,0
0.9722646398608822,0.9226439532752911,0.4621125846142403,-0.2579588982976239,0.9646368029638666,0.46026912700809247,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,2.2183445700744837,-0.386175824087028,1.2270158632758226,1.2407672569843686,-0.7718449849879598,0.9226439532752911,0.4621125846142403,-0.2579588982976239,0.7103849152151768,1.2833272138070522,0.2605306145856271,-0.4822403539245786,0
-0.9602401655163131,0.9226439532752911,-1.0023287046562395,1.1330035691604732,0.9646368029638666,0.7355497053622145,-0.12011416270764086,-0.15075567228888181,2.0812865142748533,-0.4776671842032157,-0.11624763874381927,-0.6153669397914022,-1.1404444295679272,-0.4507865971274352,2.589494053295893,1.2270158632758226,1.2407672569843686,-0.7718449849879598,0.9226439532752911,-1.0023287046562395,1.1330035691604732,0.7103849152151768,-0.28314709488345013,1.2601259428135103,1.1502620177210772,1
